left_hand,mark_left,mark_right,right_hand
372.730148315,327.176833978,417.50500925,309.128448486
373.44379425,326.105906343,417.79449181,312.173629761
375.831512451,325.01822513,418.07590898,315.423202515
379.389137268,323.913803305,418.349255142,316.757125854
382.870033264,322.792656704,418.614523537,317.758056641
384.98374939,321.654804268,418.871706205,317.997360229
387.350662231,320.500268288,419.120793921,318.573867798
389.692604065,319.329074654,419.361776137,319.441604614
392.523399353,318.141253105,419.594640922,320.460403442
393.716331482,316.936837496,419.819374899,320.831512451
395.684455872,315.715866062,420.035963193,321.092041016
396.416999817,314.478381693,420.244389366,320.894882202
397.912986755,313.224432216,420.444635365,318.907226562
398.295829773,311.954070684,420.636681461,316.721191406
400.430038452,310.66735567,420.820506196,309.219619751
400.383148193,309.36435157,420.996086322,304.615875244
399.585174561,308.045128915,421.163396751,300.569213867
400.79360199,306.709764688,421.322410494,298.017333984
402.165672302,305.358342649,421.473098611,295.631378174
403.944648743,303.990953671,421.615430156,290.500778198
401.985641479,302.607696078,421.749372121,286.837646484
400.843933105,301.208675999,421.874889383,283.95022583
398.771583557,299.794007723,421.991944654,281.095245361
398.391288757,298.363814065,422.100498428,278.249099731
400.225898743,296.918226743,422.200508928,274.517349243
401.559501648,295.457386759,422.291932054,272.052734375
402.936965942,293.98144479,422.374721339,269.013198853
403.080871582,292.49056159,422.448827893,265.855163574
403.559089661,290.984908394,422.514200357,263.815139771
403.950714111,289.464667341,422.570784858,261.039642334
403.386619568,287.93003189,422.618524958,258.307662964
398.916786194,286.381207262,422.657361611,255.413253784
393.295532227,284.818410877,422.68723312,250.797668457
388.793731689,283.241872801,422.70807509,246.028961182
384.349456787,281.651836209,422.719820394,242.999206543
379.524688721,280.048557846,422.722399123,240.190551758
372.156234741,278.432308499,422.715738557,239.265930176
364.978790283,276.803373479,422.699763126,238.457946777
360.663101196,275.162053107,422.674394374,238.250213623
357.124343872,273.508663202,422.63955093,238.180664062
355.279434204,271.843535587,422.595148477,238.093292236
354.782394409,270.167018589,422.541099729,238.003570557
361.738082886,268.479477548,422.477314405,237.673339844
368.438415527,266.781295336,422.40369921,236.761627197
374.032325745,265.072872866,422.320157817,234.131835938
377.269050598,263.354629622,422.226590857,232.583740234
379.627952576,261.627004177,422.122895913,230.940948486
382.045013428,259.890454719,422.008967509,229.28427124
382.801925659,258.145459575,421.88469712,227.704284668
382.960235596,256.392517738,421.749973172,225.352600098
380.642166138,254.632149387,421.60468106,219.953552246
372.835281372,252.864896411,421.448703161,214.713439941
364.403137207,251.091322921,421.281918867,210.554779053
356.344238281,249.312015761,421.104204609,206.433929443
351.753662109,247.527585016,420.915433907,203.14743042
347.486297607,245.738664499,420.715477411,202.094604492
345.670410156,243.945912242,420.504202962,201.103973389
345.258682251,242.150010961,420.281475661,202.463287354
343.607498169,240.35166852,420.047157943,205.658447266
338.790206909,238.551618367,419.801109667,211.433013916
336.11378479,236.750619958,419.543188217,217.320861816
333.612625122,234.949459156,419.273248612,226.21661377
335.084609985,233.148948612,418.991143633,237.579071045
337.504226685,231.34992811,418.69672396,243.945556641
341.166809082,229.553264892,418.389838328,251.050720215
344.289749146,227.759853947,418.070333696,257.499588013
348.939315796,225.970618263,417.738055428,261.647140503
355.360183716,224.186509043,417.392847506,262.208740234
361.501678467,222.408505878,417.03455274,258.199981689
365.289474487,220.637616873,416.663013015,252.43296814
376.274345398,218.874878723,416.278069549,237.999023438
385.37197113,217.121356742,415.879563178,229.471984863
395.265159607,215.378144824,415.467334653,221.163818359
400.33770752,213.646365353,415.041224972,214.462341309
405.995475769,211.927169037,414.601075729,207.984008789
405.949432373,210.221734682,414.146729488,202.690826416
404.978820801,208.531268882,413.678030187,198.051727295
401.271888733,206.857005638,413.194823563,195.162689209
396.364562988,205.200205884,412.696957612,192.874298096
387.620834351,203.562156933,412.18428307,192.205352783
376.347007751,201.944171822,411.656653927,192.126678467
368.042770386,200.347588566,411.113927975,192.917175293
364.650985718,198.773769302,410.555967378,190.859191895
360.993591309,197.22409933,409.982639282,190.732940674
355.208892822,195.69998604,409.393816451,191.425628662
350.14692688,194.202857721,408.789377937,191.662872314
348.300857544,192.734162252,408.169209789,191.605621338
347.990371704,191.295365666,407.533205778,191.518341064
347.979385376,189.887950579,406.881268178,191.600891113
347.683349609,188.5134145,406.213308557,192.890472412
345.845993042,187.173267987,405.529248615,195.451690674
343.924880981,185.869032679,404.829021045,199.899017334
342.34992981,184.602239179,404.112570431,206.059570312
341.508285522,183.374424792,403.379854172,210.725646973
340.925643921,182.187131122,402.630843431,219.179382324
337.539932251,181.041901523,401.865524116,231.043945312
331.453186035,179.940278398,401.083897885,239.21975708
324.54145813,178.883800365,400.285983166,249.769927979
317.8230896,177.873999263,399.471816207,260.846374512
314.060516357,176.912397033,398.641452134,267.48008728
311.839691162,176.000502446,397.794966025,272.214508057
311.180252075,175.139807713,396.932453996,273.74559021
311.367492676,174.33178495,396.054034288,273.988922119
312.809143066,173.577882538,395.159848357,272.678222656
314.824264526,172.879521353,394.250061961,270.172592163
316.439559937,172.238090907,393.324866233,266.067382812
316.915313721,171.654945381,392.384478743,264.733840942
317.285430908,171.13139958,391.429144538,263.845977783
317.425354004,170.668724823,390.459137152,263.502105713
317.583908081,170.268144766,389.474759581,263.303527832
317.843139648,169.930831192,388.476345221,262.781097412
318.174041748,169.657899774,387.46425875,261.390975952
318.432922363,169.450405833,386.438896957,259.149459839
319.414154053,169.309340108,385.400689502,257.134033203
321.118209839,169.235624557,384.35009961,255.459121704
322.373184204,169.230108217,383.287624672,253.124710083
324.335876465,169.29356314,382.213796767,251.531433105
328.690734863,169.426680423,381.129183078,246.742126465
332.587142944,169.630066369,380.034386204,239.482696533
340.888931274,169.904238793,378.930044361,225.533782959
353.771316528,170.249623497,377.81683145,213.660644531
357.239364624,170.666550954,376.695457008,204.657623291
361.807891846,171.155253195,375.56666601,198.947296143
363.071212769,171.715860967,374.431238536,194.758270264
363.61819458,172.348401136,373.289989283,188.560516357
363.848724365,173.052794411,372.143766921,183.584381104
363.864700317,173.828853362,370.993453296,176.696228027
363.764221191,174.676280788,369.839962463,173.916564941
363.664901733,175.594668444,368.684239558,171.407287598
364.081100464,176.583496137,367.527259498,168.4559021
364.122375488,177.642131216,366.370025519,167.610412598
364.034317017,178.769828476,365.213567542,166.555480957
362.203186035,179.965730466,364.058940382,165.70880127
358.726119995,181.228868234,362.907221785,166.05368042
358.706665039,182.558162498,361.759510318,168.779815674
358.859680176,183.952425259,360.616923102,173.433563232
359.047485352,185.410361845,359.480593409,175.841217041
359.400497437,186.930573388,358.351668116,177.560760498
359.267303467,188.511559731,357.231305044,179.076141357
359.305908203,190.15172275,356.120670176,181.665649414
358.963745117,191.849370082,355.020934777,184.018707275
358.145629883,193.602719239,353.933272435,185.246795654
357.869293213,195.409902096,352.858856014,186.352813721
357.821670532,197.268969725,351.798854565,187.155670166
357.47052002,199.17789755,350.754430189,187.974700928
357.384429932,201.134590807,349.726734876,189.734649658
357.909011841,203.136890259,348.716907341,194.485961914
359.446762085,205.182578154,347.726069869,198.146514893
360.294921875,207.269384387,346.755325185,201.921264648
360.812561035,209.394992819,345.805753383,206.175048828
361.674407959,211.557047738,344.878408903,208.776672363
361.232284546,213.753160409,343.974317598,211.374206543
361.19833374,215.980915682,343.094473901,212.178161621
361.145843506,218.237878619,342.239838101,212.647186279
360.644317627,220.521601108,341.411333747,212.862487793
355.540359497,222.829628422,340.609845202,213.078918457
351.176055908,225.159505687,339.836215342,213.257843018
348.080856323,227.50878423,339.091243435,213.816070557
345.769775391,229.875027776,338.375683187,215.103424072
345.58039856,232.255818452,337.690240984,216.489990234
345.597457886,234.648762585,337.035574321,217.615936279
345.666641235,237.051496254,336.412290438,218.335266113
345.664855957,239.461690582,335.820945158,219.311676025
345.113418579,241.877056745,335.262041932,221.078369141
343.43862915,244.295350674,334.736031096,223.08807373
342.717697144,246.71437744,334.243309335,224.767181396
342.632095337,249.131995314,333.78421936,226.843475342
342.4818573,251.546119478,333.359049779,229.969543457
342.094177246,253.954725392,332.96803518,234.890625
341.271469116,256.355851813,332.611356401,238.121246338
340.316314697,258.747603455,332.289140995,241.047912598
339.53578186,261.128153299,332.001463863,243.271636963
338.6512146,263.495744557,331.748348074,244.563201904
338.038650513,265.848692285,331.529765835,246.807479858
337.651947021,268.185384673,331.345639619,248.950515747
336.787277222,270.504283995,331.195843428,251.257781982
336.187408447,272.803927256,331.080204195,252.284866333
335.384460449,275.082926527,330.99850329,253.201339722
333.748733521,277.339969004,330.950478148,253.88104248
332.390151978,279.573816784,330.935823977,254.054412842
331.879638672,281.783306389,330.954195554,254.690872192
331.543334961,283.967348053,331.005209092,257.417541504
331.131286621,286.124924777,331.088444165,262.189376831
331.067016602,288.255091194,331.203445676,266.493133545
331.100753784,290.35697223,331.349725862,271.761642456
331.198822021,292.429761609,331.526766329,276.201950073
331.374923706,294.472720202,331.734020094,281.163421631
331.434204102,296.485174235,331.970913637,285.692581177
331.512252808,298.466513392,332.236848947,289.811157227
331.537765503,300.416188803,332.531205555,293.230880737
331.565658569,302.333710959,332.853342544,295.086395264
331.604324341,304.218647548,333.202600536,295.959472656
331.692108154,306.070621243,333.578303637,296.583297729
331.884216309,307.889307438,333.979761345,296.935653687
332.08026123,309.674431963,334.406270411,297.957565308
332.252563477,311.425768784,334.857116648,300.048370361
332.449325562,313.143137685,335.331576679,302.599884033
332.564224243,314.82640197,335.828919636,305.81829834
332.497375488,316.475466165,336.348408786,308.776809692
331.492279053,318.090273752,336.889303096,312.917221069
330.362609863,319.67080493,337.450858731,315.608459473
329.50378418,321.217074413,338.032330482,317.32901001
329.2318573,322.729129271,338.632973126,319.721191406
329.115081787,324.20704682,339.25204271,323.175537109
329.070236206,325.650932572,339.888797774,326.119888306
329.619216919,327.060918226,340.542500489,329.960769653
330.54989624,328.437159743,341.212417741,333.683532715
332.937438965,329.779835464,341.89782213,338.151763916
334.42276001,331.089144304,342.597992911,341.499710083
335.588790894,332.365304017,343.312216864,343.408737183
337.018814087,333.608549517,344.039789098,344.531692505
341.433258057,334.819131281,344.78001379,345.662246704
344.7578125,335.997313817,345.532204863,345.960464478
348.152999878,337.143374199,346.295686603,346.218505859
349.348129272,338.257600677,347.069794217,346.386795044
350.52545166,339.340291349,347.853874339,346.40687561
350.834152222,340.39175291,348.64728547,346.273330688
350.931427002,341.412299457,349.449398385,345.901290894
352.706756592,342.402251366,350.259596472,345.528259277
354.317138672,343.361934233,351.077276034,345.522171021
356.381866455,344.291677872,351.901846548,345.726638794
359.040176392,345.191815382,352.732730871,345.918197632
360.973419189,346.062682259,353.569365416,346.130249023
361.8800354,346.904615579,354.411200287,346.296875
363.507064819,347.717953226,355.257699377,346.794906616
364.675064087,348.503033176,356.108340431,347.725372314
368.135986328,349.26019283,356.962615083,348.467376709
372.817649841,349.989768394,357.820028859,349.069290161
373.773338318,350.692094309,358.680101153,349.311660767
374.024490356,351.367502723,359.542365181,349.520980835
373.770370483,352.016323002,360.40636791,350.100723267
372.082771301,352.638881285,361.271669961,351.073745728
370.432022095,353.235500074,362.137845498,352.303329468
368.881988525,353.806497862,363.004482099,353.429870605
367.917556763,354.352188796,363.871180604,354.143615723
367.293548584,354.872882366,364.737554952,354.966964722
367.132659912,355.368883134,365.603232008,355.93838501
367.328521729,355.84049048,366.46785137,359.77355957
367.450866699,356.287998389,367.331065169,361.858764648
367.284606934,356.711695247,368.192537859,362.422729492
366.911148071,357.111863678,369.051946,362.632705688
366.924713135,357.488780387,369.90897803,363.298416138
367.02192688,357.842716036,370.763334031,364.001281738
367.129470825,358.173935135,371.61472549,365.086257935
367.395355225,358.482695951,372.462875061,365.591995239
368.954910278,358.76925043,373.307516309,365.751556396
371.598144531,359.033844146,374.148393466,365.710800171
373.68586731,359.276716254,374.985261178,365.354949951
373.765060425,359.498099461,375.817884245,365.04838562
376.923194885,359.698220008,376.646037372,364.776092529
379.298461914,359.877297668,377.469504908,364.241897583
379.536811829,360.035545748,378.288080595,363.28086853
380.930801392,360.17317111,379.101567305,361.878799438
381.324256897,360.290374189,379.909776793,360.593795776
380.852531433,360.387349033,380.712529439,359.157302856
380.968849182,360.46428334,381.509653995,357.765533447
382.47504425,360.521358512,382.300987342,356.203399658
382.758087158,360.558749702,383.086374236,354.601745605
383.012580872,360.576625885,383.865667068,353.272369385
383.810752869,360.575149916,384.638725617,352.064834595
383.978912354,360.554478608,385.405416818,351.066314697
383.871292114,360.514762807,386.165614523,349.811584473
385.038322449,360.456147469,386.919199267,348.250061035
385.602935791,360.378771752,387.666058044,346.658233643
385.888946533,360.282769097,388.40608408,345.509841919
385.534118652,360.168267321,389.139176612,344.838378906
385.71156311,360.035388715,389.865240673,344.077056885
385.685882568,359.884250135,390.584186878,343.067459106
385.274246216,359.714963106,391.295931213,342.039962769
384.838905334,359.527633917,392.000394833,341.499984741
384.585365295,359.322363731,392.697503863,341.4556427
382.982582092,359.099248687,393.387189196,342.892822266
381.132278442,358.858380005,394.069386305,346.059020996
379.245529175,358.599844094,394.744035055,348.373199463
378.50994873,358.323722665,395.411079514,349.548110962
378.242355347,358.030092837,396.070467779,350.534347534
377.945114136,357.719027252,396.722151797,350.935638428
377.80304718,357.390594186,397.366087193,351.007827759
378.684631348,357.044857664,398.002233104,351.145507812
382.329353333,356.681877573,398.630552011,351.225570679
388.978416443,356.301709781,399.251009584,351.269439697
389.721916199,355.904406249,399.863574522,351.293395996
390.33417511,355.490015153,400.468218404,351.319030762
390.734298706,355.058581001,401.064915536,351.328491211
389.929534912,354.61014475,401.653642809,351.346557617
390.332839966,354.14474393,402.234379556,351.574310303
390.48538208,353.662412763,402.807107416,352.754806519
386.550834656,353.163182287,403.371810196,355.304092407
388.127067566,352.647080477,403.928473743,356.490478516
388.467628479,352.114132369,404.477085814,356.825653076
389.659561157,351.564360191,405.017635953,356.987716675
389.988479614,350.997783481,405.550115366,357.097015381
390.216743469,350.414419222,406.074516805,357.137069702
390.313186646,349.814281968,406.590834454,357.184082031
391.304138184,349.197383975,407.099063809,357.188613892
392.41986084,348.563735335,407.599201578,357.093475342
395.035736084,347.913344105,408.091245562,356.358413696
397.049491882,347.246216448,408.575194562,354.634292603
397.67817688,346.562356767,409.051048266,353.552062988
398.363830566,345.861767843,409.518807156,352.783081055
398.787689209,345.144450981,409.978472409,352.271591187
399.747070312,344.410406145,410.430045798,351.804855347
399.837242126,343.659632113,410.873529606,351.311065674
400.017982483,342.892126617,411.308926528,350.985519409
400.718200684,342.107886496,411.736239585,350.84223938
401.471168518,341.306907849,412.155472038,349.982635498
401.787574768,340.48918619,412.566627301,349.163360596
402.12147522,339.654716607,412.96970886,348.542236328
402.255493164,338.803493923,413.364720187,348.106613159
402.335533142,337.935512858,413.751664667,347.337295532
402.456764221,337.050768202,414.130545512,345.859100342
403.078384399,336.149254981,414.50136569,344.077072144
403.746208191,335.230968634,414.864127848,341.735092163
403.88495636,334.295905193,415.218834236,339.700012207
403.804039001,333.344061462,415.565486636,337.581375122
403.914619446,332.375435206,415.904086294,336.741851807
403.940368652,331.390025341,416.234633842,335.43572998
403.92074585,330.387832128,416.557129235,333.365966797
403.230461121,329.368857375,416.871571683,330.601715088
403.287384033,328.333104637,417.177959581,328.990539551
403.359771729,327.280579432,417.476290444,327.666275024
402.852401733,326.211289446,417.766560844,326.203704834
402.762428284,325.125244762,418.048766343,325.019851685
403.072189331,324.022458075,418.322901432,323.880020142
404.024398804,322.902944931,418.588959468,322.692947388
404.756446838,321.766723959,418.846932608,321.534225464
405.258499146,320.61381711,419.096811756,320.688980103
407.485458374,319.444249911,419.338586494,319.383071899
408.233856201,318.258051714,419.572245029,318.083099365
409.209846497,317.05525596,419.79777413,316.697158813
409.462463379,315.835900444,420.015159067,315.136154175
411.633148193,314.60002759,420.224383562,312.811447144
415.158653259,313.347684728,420.425429718,310.415176392
420.257499695,312.078924389,420.618277976,306.982788086
421.007926941,310.793804593,420.802907046,304.998916626
421.837432861,309.492389153,420.97929386,302.777175903
421.871208191,308.174747987,421.147413511,300.522293091
421.877540588,306.840957433,421.307239198,298.601119995
421.297645569,305.491100575,421.458742175,296.913253784
420.968688965,304.125267575,421.601891694,296.319442749
421.116203308,302.743556014,421.736654949,295.793334961
421.257995605,301.346071244,421.862997029,295.056381226
420.383003235,299.932926738,421.980880859,294.235946655
421.064079285,298.504244463,422.090267151,293.865097046
421.217018127,297.060155251,422.191114352,293.769500732
421.292900085,295.600799179,422.283378593,293.763824463
421.458404541,294.126325961,422.367013639,293.754623413
420.747909546,292.636895349,422.441970839,293.696411133
420.58959198,291.132677535,422.508199078,292.917373657
420.9845047,289.613853574,422.56564473,291.968353271
421.473968506,288.0806158,422.61425161,290.742538452
421.712722778,286.533168266,422.653960929,289.987350464
421.093887329,284.971727179,422.684711251,289.283615112
421.197235107,283.39652135,422.706438446,288.943649292
421.678726196,281.807792654,422.719075656,287.094589233
421.743743896,280.205796487,422.722553245,286.299453735
421.561210632,278.590802245,422.716798771,285.517364502
421.452659607,276.963093797,422.701736943,284.405929565
420.579147339,275.322969975,422.677289587,282.484863281
420.514015198,273.670745064,422.64337562,279.891342163
420.651367188,272.0067493,422.599911014,277.170654297
420.822715759,270.331329374,422.546808773,274.817138672
420.880851746,268.644848943,422.483978911,272.63269043
420.913124084,266.947689141,422.411328426,270.770690918
420.756278992,265.240249097,422.32876129,267.954284668
420.223815918,263.522946456,422.236178433,265.887512207
420.643585205,261.796217903,422.133477732,263.948867798
421.48526001,260.060519687,422.020554013,260.60218811
421.687530518,258.316328143,421.897299048,258.67817688
421.658493042,256.564140222,421.76360156,256.243087769
420.797515869,254.80447401,421.619347239,254.628097534
420.464347839,253.037869251,421.464418758,252.999832153
420.878257751,251.264887863,421.298695797,251.72164917
421.104934692,249.486114447,421.122055076,250.839950562
419.821342468,247.702156792,420.934370397,249.289398193
419.316207886,245.913646374,420.735512688,248.277999878
419.296813965,244.121238836,420.525350062,245.610412598
418.812820435,242.325614463,420.303747884,244.190673828
416.428085327,240.52747864,420.070568846,243.156860352
415.267745972,238.727562298,419.825673055,242.257110596
414.604248047,236.926622332,419.568918132,241.615631104
413.253479004,235.125442009,419.300159321,240.767578125
411.94354248,233.324831346,419.019249616,239.810028076
410.750518799,231.525627461,418.726039896,239.394042969
410.624092102,229.7286949,418.42037908,238.909545898
409.511650085,227.934925928,418.102114289,238.507141113
407.146339417,226.145240789,417.771091039,238.111480713
406.359367371,224.360587919,417.427153434,237.729003906
406.0548172,222.581944129,417.07014439,237.264770508
404.02154541,220.810314733,416.69990587,236.621154785
401.532730103,219.046733632,416.316279148,235.776947021
400.485458374,217.292263343,415.91910508,235.19644165
399.424736023,215.54799497,415.508224414,234.776580811
399.19379425,213.81504812,415.083478109,234.576721191
399.028442383,212.094570743,414.644707683,234.45501709
398.788726807,210.38773891,414.191755589,234.300445557
398.311691284,208.695756517,413.724465613,234.16394043
398.07408905,207.019854905,413.242683295,233.997772217
398.11050415,205.361292401,412.74625639,233.805084229
397.567626953,203.721353765,412.235035344,233.70892334
397.647575378,202.101349554,411.708873806,233.674682617
398.262550354,200.502615377,411.167629171,233.627044678
398.431343079,198.926511055,410.611163151,233.59777832
398.5001297,197.374419671,410.039342375,233.579650879
398.355705261,195.847746505,409.452039031,233.567840576
398.573524475,194.347917862,408.849131527,233.566650391
398.963729858,192.876379767,408.230505193,233.574707031
399.451011658,191.434596545,407.596053016,233.552062988
399.521255493,190.024049266,406.945676401,233.520385742
399.925056458,188.646234061,406.279285974,233.379943848
399.988258362,187.302660298,405.596802406,232.575592041
400.192947388,185.994848626,404.898157277,229.828826904
400.309791565,184.724328867,404.18329397,225.486053467
400.269836426,183.492637776,403.452168589,217.276855469
399.354644775,182.301316647,402.704750909,210.07623291
397.374290466,181.151908778,401.941025356,203.366882324
395.624809265,180.045956791,401.160992001,196.479034424
395.208274841,178.9849998,400.364667589,191.518432617
394.671676636,177.970570444,399.552086581,188.073516846
394.199035645,177.004191771,398.723302209,185.330413818
393.622764587,176.087373989,397.878387555,182.20690918
392.985786438,175.221611078,397.017436632,180.039154053
392.173042297,174.408377279,396.14056547,176.221160889
392.473098755,173.649123454,395.24791321,173.299713135
392.611831665,172.945273337,394.339643185,171.27041626
392.442619324,172.298219678,393.415944005,168.975524902
391.338554382,171.709320285,392.477030608,167.363464355
390.93963623,171.179893994,391.523145312,166.949005127
390.8539505,170.711216555,390.554558822,165.761535645
389.666702271,170.304516466,389.571571217,164.97769165
388.514411926,169.960970766,388.574512879,164.397979736
387.248725891,169.681700798,387.563745394,162.740447998
384.751426697,169.467767966,386.539662378,162.088928223
383.479286194,169.320169506,385.502690247,161.80078125
382.457366943,169.23983428,384.453288919,161.763366699
381.514465332,169.227618632,383.391952421,161.898712158
382.914421082,169.284302312,382.319209423,162.090209961
383.022514343,169.410584499,381.235623662,162.160522461
382.403213501,169.607079948,380.141794267,161.55557251
381.374000549,169.874315277,379.038355966,157.574737549
381.508964539,170.212725431,377.925979176,151.832061768
379.476554871,170.622650336,376.805369957,150.843139648
378.296691895,171.104331776,375.677269833,150.611694336
378.289108276,171.657910508,374.542455474,150.825775146
378.180976868,172.28342366,373.401738219,151.090789795
377.153701782,172.980802402,372.255963453,151.374023438
376.609725952,173.749869949,371.106009818,151.860198975
374.81047821,174.59033989,369.95278827,151.888885498
375.877113342,175.501814876,368.797240961,151.863616943
375.708282471,176.48378568,367.640339962,151.862731934
376.106681824,177.535630653,366.483085809,151.83416748
376.022789001,178.65661558,365.326505894,151.718566895
375.160079956,179.845893953,364.171652682,151.66494751
375.086616516,181.102507669,363.01960177,151.667541504
374.993713379,182.425388163,361.871449786,151.793487549
374.816871643,183.813357978,360.728312143,152.777099609
374.463027954,185.265132761,359.591320646,155.119873047
373.66998291,186.779323705,358.461620957,157.620025635
373.842529297,188.35444041,357.340369948,160.176849365
372.77331543,189.988894168,356.22873293,163.166564941
370.601013184,191.681001648,355.127880783,165.006317139
368.282501221,193.428988977,354.038986998,166.298706055
364.364395142,195.230996191,352.963224648,167.451171875
363.410980225,197.085082033,351.901763293,168.246704102
362.693954468,198.989229085,350.855765852,169.349884033
360.292190552,200.941349192,349.826385443,169.963623047
359.508834839,202.939289158,348.814762217,170.76776123
358.459762573,204.980836682,347.822020203,172.219482422
357.990005493,207.063726496,346.849264176,173.673309326
356.380935669,209.185646677,345.897576573,175.514129639
354.43901062,211.344245093,344.968014471,180.263336182
353.337402344,213.537135945,344.061606645,184.586395264
352.288299561,215.76190637,343.17935072,188.58392334
351.145568848,218.016123074,342.322210437,190.755493164
349.383041382,220.297338942,341.491113046,193.080596924
347.315429688,222.603099605,340.686946842,194.950073242
346.338256836,224.930949921,339.910558852,198.244140625
345.008346558,227.278440337,339.162752693,201.031768799
343.592773438,229.643133097,338.444286606,203.639831543
341.263656616,232.022608273,337.755871671,204.962219238
340.784103394,234.414469575,337.098170225,205.510223389
339.78125,236.81634994,336.471794473,207.340301514
338.267776489,239.22591684,335.877305308,208.895935059
337.040710449,241.640877326,335.315211333,209.824462891
334.980545044,244.058982755,334.785968101,212.10357666
334.127792358,246.478033214,334.28997756,214.060058594
333.392974854,248.895881606,333.827587701,215.177734375
332.757171631,251.310437398,333.399092419,215.972869873
332.323883057,253.719670021,333.004731572,217.030822754
332.211242676,256.121611924,332.644691234,217.461334229
332.065582275,258.514361268,332.319104136,218.079315186
332.015441895,260.896084273,332.028050293,218.951751709
331.957290649,263.265017209,331.771557798,221.336181641
331.912857056,265.619468053,331.549603781,223.860321045
331.867538452,267.9578178,331.36211552,227.685791016
331.840499878,270.278521452,331.208971694,230.294372559
331.63041687,272.580108691,331.090003771,235.433074951
330.961471558,274.861184247,331.004997503,239.005096436
329.958145142,277.12042798,330.953694544,241.382415771
329.386260986,279.356594687,330.93579415,243.860107422
329.129562378,281.568513644,330.950954968,246.393341064
329.096710205,283.755087919,330.998796895,249.611450195
329.045288086,285.915293453,331.078902999,251.278442383
328.772064209,288.048177933,331.190821482,253.762329102
328.324813843,290.15285948,331.334067684,256.267120361
327.953308105,292.228525167,331.508126116,258.889907837
327.214630127,294.27442938,331.712452496,261.591552734
326.501449585,296.289892042,331.946475807,264.633285522
325.942306519,298.274296721,332.209600342,266.65461731
325.816986084,300.227088636,332.501207737,269.169631958
325.580032349,302.147772571,332.820658985,275.088546753
325.350784302,304.035910723,333.167296426,279.702926636
325.270172119,305.891120489,333.540445693,285.989822388
325.19821167,307.713072212,333.939417631,291.422775269
325.159591675,309.501486898,334.363510156,294.866607666
325.405044556,311.256133908,334.812010069,297.363952637
325.794998169,312.976828653,335.284194818,299.494354248
326.585723877,314.663430284,335.779334194,301.14906311
327.019668579,316.315839401,336.296691965,302.206329346
327.242904663,317.933995778,336.835527452,302.888214111
328.566223145,319.517876125,337.395097031,303.957168579
330.80821228,321.067491878,337.974655565,305.048568726
331.990905762,322.582887039,338.573457774,306.25239563
333.178451538,324.064136062,339.190759528,308.41734314
334.351501465,325.51134179,339.825819069,310.50177002
337.043426514,326.924633452,340.477898168,312.411239624
338.01071167,328.304164721,341.146263202,313.333358765
338.917327881,329.650111831,341.83018617,314.294189453
339.750595093,330.962671767,342.52894564,314.86857605
341.381469727,332.242060514,343.241827619,315.307403564
341.63911438,333.488511383,343.968126368,315.511703491
341.809524536,334.702273398,344.707145147,315.710174561
341.885910034,335.883609762,345.458196899,316.366943359
341.9402771,337.032796384,346.220604871,317.775650024
342.018997192,338.15012048,346.993703182,319.14100647
342.172042847,339.235879244,347.776837325,320.045806885
342.27482605,340.290378584,348.569364628,320.454238892
342.355789185,341.313931923,349.370654647,321.087249756
342.482772827,342.306859072,350.180089524,324.751296997
342.58795166,343.269485162,350.99706429,328.70249939
342.664886475,344.202139639,351.820987122,330.440170288
342.740600586,345.105155317,352.651279563,330.94102478
342.761047363,345.978867498,353.487376695,331.137268066
342.770095825,346.823613138,354.328727279,333.28326416
342.789306641,347.639730073,355.174793856,335.895721436
343.38218689,348.427556301,356.025052818,337.368423462
346.198455811,349.187429307,356.878994439,338.275909424
346.67048645,349.919685441,357.736122889,339.442581177
347.449325562,350.624659339,358.595956209,343.545074463
348.179092407,351.302683396,359.458026267,346.816802979
348.426925659,351.954087269,360.32187869,349.185012817
349.094467163,352.579197432,361.187072768,351.009078979
349.48260498,353.178336758,362.05318135,351.541717529
349.585037231,353.75182415,362.919790708,352.476135254
349.659072876,354.299974191,363.786500392,354.758270264
349.679504395,354.823096841,364.652923071,356.846847534
349.667068481,355.321497152,365.518684354,358.566696167
349.663009644,355.795475024,366.383422602,358.762924194
349.674301147,356.245324974,367.246788733,358.789169312
349.719512939,356.671335947,368.108446005,358.835174561
349.77041626,357.073791135,368.968069806,359.172286987
351.285018921,357.452967827,369.825347421,359.814620972
355.589904785,357.809137281,370.679977807,360.137390137
362.23008728,358.142564614,371.531671348,360.235916138
364.239440918,358.453508704,372.380149615,360.454086304
365.768936157,358.742222119,373.22514512,360.86618042
367.367172241,359.008951057,374.066401063,361.058197021
370.997909546,359.253935303,374.903671082,361.456756592
376.411689758,359.477408193,375.736718999,361.751373291
375.501800537,359.679596602,376.56531856,362.113708496
374.720588684,359.860720935,377.389253186,362.588973999
373.733184814,360.020995129,378.208315709,363.458648682
373.500236511,360.160626675,379.022308122,364.777664185
373.518218994,360.279816635,379.831041323,366.072814941
373.39906311,360.378759679,380.634334859,366.481323242
373.190071106,360.457644125,381.432016677,366.103973389
371.41859436,360.516651986,382.223922874,362.821487427
370.840393066,360.555959025,383.009897446,359.080795288
369.828079224,360.575734815,383.78979205,357.820953369
370.280212402,360.576142808,384.563465754,356.34979248
372.954322815,360.557340404,385.330784804,355.396957397
373.446777344,360.519479027,386.091622385,354.721084595
